epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,1309.26,0.51643,0.21616,0.00052,0.96146,0.94374,0.9708,0.88063,0.49008,0.2063,0.00062,6.85948e-05,6.85948e-05,6.85948e-05
186,1316.12,0.55444,0.2318,0.00057,0.95391,0.9446,0.97159,0.88215,0.4902,0.20554,0.00062,6.47882e-05,6.47882e-05,6.47882e-05
187,1323.02,0.55355,0.23113,0.00049,0.95391,0.9446,0.97159,0.88215,0.4902,0.20554,0.00062,6.09817e-05,6.09817e-05,6.09817e-05
188,1329.88,0.5249,0.22425,0.00056,0.9518,0.94871,0.97205,0.88293,0.48591,0.20588,0.00061,5.71751e-05,5.71751e-05,5.71751e-05
189,1336.71,0.50606,0.22451,0.00053,0.9518,0.94871,0.97205,0.88293,0.48591,0.20588,0.00061,5.33686e-05,5.33686e-05,5.33686e-05
190,1343.73,0.54077,0.21698,0.00052,0.94962,0.94939,0.97134,0.88137,0.48702,0.20561,0.00061,4.95621e-05,4.95621e-05,4.95621e-05
191,1352.01,0.48409,0.21139,0.00059,0.94287,0.94732,0.97091,0.88147,0.48496,0.20605,0.00061,4.57555e-05,4.57555e-05,4.57555e-05
192,1358.91,0.49583,0.20756,0.00061,0.94287,0.94732,0.97091,0.88147,0.48496,0.20605,0.00061,4.1949e-05,4.1949e-05,4.1949e-05
193,1365.64,0.4964,0.22216,0.0006,0.93279,0.95561,0.97069,0.88112,0.48663,0.20345,0.00061,3.81424e-05,3.81424e-05,3.81424e-05
194,1372.43,0.49104,0.21621,0.00057,0.93279,0.95561,0.97069,0.88112,0.48663,0.20345,0.00061,3.43359e-05,3.43359e-05,3.43359e-05
195,1379.15,0.49902,0.22259,0.00055,0.93092,0.96599,0.97186,0.8832,0.48825,0.20125,0.00062,3.05293e-05,3.05293e-05,3.05293e-05
196,1385.85,0.52142,0.22124,0.00054,0.93092,0.96599,0.97186,0.8832,0.48825,0.20125,0.00062,2.67228e-05,2.67228e-05,2.67228e-05
197,1392.63,0.50414,0.2042,0.00056,0.93276,0.96672,0.97128,0.88103,0.48913,0.20091,0.00062,2.29162e-05,2.29162e-05,2.29162e-05
198,1399.29,0.50276,0.22329,0.00063,0.9304,0.95379,0.97175,0.88137,0.49145,0.20235,0.00062,1.91097e-05,1.91097e-05,1.91097e-05
199,1405.9,0.51143,0.21519,0.00051,0.9304,0.95379,0.97175,0.88137,0.49145,0.20235,0.00062,1.53031e-05,1.53031e-05,1.53031e-05
200,1412.65,0.47079,0.20192,0.00063,0.94323,0.94185,0.97191,0.88462,0.49066,0.20157,0.00062,1.14966e-05,1.14966e-05,1.14966e-05
